nohup: ignoring input
Epoch: 1

Validation:   0%|          | 0/44 [00:00<?, ?it/s]
Validation:   0%|          | 0/44 [00:47<?, ?it/s, Loss: 1.17676]
Validation:   2%|▏         | 1/44 [00:47<34:12, 47.73s/it, Loss: 1.17676]
Validation:  80%|███████▉  | 35/44 [14:12<04:20, 28.90s/it, Loss: 0.79785]
Validation:  80%|███████▉  | 35/44 [14:43<04:20, 28.90s/it, Loss: 0.79395]
Validation:  82%|████████▏ | 36/44 [14:43<03:55, 29.40s/it, Loss: 0.79395]
Validation:  84%|████████▍ | 37/44 [15:14<03:25, 29.40s/it, Loss: 0.82715]
Validation:  86%|████████▋ | 38/44 [15:14<02:18, 23.15s/it, Loss: 0.82715]
Validation:  86%|████████▋ | 38/44 [15:45<02:18, 23.15s/it, Loss: 0.79590]
Validation:  89%|████████▊ | 39/44 [15:45<02:05, 25.03s/it, Loss: 0.79590]
Validation:  89%|████████▊ | 39/44 [16:14<02:05, 25.03s/it, Loss: 0.61572]
Validation:  91%|█████████ | 40/44 [16:14<01:44, 26.25s/it, Loss: 0.61572]
Validation:  91%|█████████ | 40/44 [16:44<01:44, 26.25s/it, Loss: 0.69238]
Validation:  93%|█████████▎| 41/44 [16:44<01:21, 27.14s/it, Loss: 0.69238]
Validation:  93%|█████████▎| 41/44 [17:14<01:21, 27.14s/it, Loss: 0.73438]
Validation:  95%|█████████▌| 42/44 [17:14<00:56, 28.06s/it, Loss: 0.73438]
Validation:  95%|█████████▌| 42/44 [17:44<00:56, 28.06s/it, Loss: 0.83301]
Validation:  98%|█████████▊| 43/44 [17:44<00:28, 28.59s/it, Loss: 0.83301]
Validation:  98%|█████████▊| 43/44 [18:14<00:28, 28.59s/it, Loss: 0.56348]
Validation: 100%|██████████| 44/44 [18:14<00:00, 28.88s/it, Loss: 0.56348]
Validation: 100%|██████████| 44/44 [18:44<00:00, 28.88s/it, Loss: 0.74512]
Validation: 45it [18:44, 29.23s/it, Loss: 0.74512]                        
Validation: 46it [19:15, 29.23s/it, Loss: 0.54004]
Validation: 47it [19:15, 23.04s/it, Loss: 0.54004]
Validation: 47it [19:46, 23.04s/it, Loss: 0.96680]
Validation: 48it [19:46, 24.84s/it, Loss: 0.96680]
Validation: 48it [20:15, 24.84s/it, Loss: 0.73242]
Validation: 49it [20:15, 26.03s/it, Loss: 0.73242]
Validation: 49it [20:45, 26.03s/it, Loss: 0.89893]
Validation: 50it [20:45, 27.13s/it, Loss: 0.89893]
Validation: 50it [21:16, 27.13s/it, Loss: 0.69434]
Validation: 51it [21:16, 28.11s/it, Loss: 0.69434]
Validation: 51it [21:46, 28.11s/it, Loss: 0.75439]
Validation: 52it [21:46, 28.68s/it, Loss: 0.75439]
Validation: 52it [22:18, 28.68s/it, Loss: 0.58838]
Validation: 53it [22:18, 29.66s/it, Loss: 0.58838]
Validation: 100%|██████████| 44/44 [22:18<00:00, 30.42s/it, Loss: 0.58838]
Validation Loss: 0.78578
Epoch: 3

Validation:   0%|          | 0/44 [00:00<?, ?it/s]
Validation:   0%|          | 0/44 [00:31<?, ?it/s, Loss: 1.17578]
Validation:   2%|▏         | 1/44 [00:31<22:23, 31.26s/it, Loss: 1.17578]
Validation:   5%|▍         | 2/44 [01:01<21:52, 31.26s/it, Loss: 0.99023]
Validation:   7%|▋         | 3/44 [01:01<13:16, 19.43s/it, Loss: 0.99023]
Validation:   9%|▉         | 4/44 [01:31<12:57, 19.43s/it, Loss: 0.88525]
Validation:  11%|█▏        | 5/44 [01:31<11:10, 17.19s/it, Loss: 0.88525]
Validation:  11%|█▏        | 5/44 [02:03<11:10, 17.19s/it, Loss: 0.88721]
Validation:  14%|█▎        | 6/44 [02:03<13:18, 21.02s/it, Loss: 0.88721]
Validation:  16%|█▌        | 7/44 [02:33<12:57, 21.02s/it, Loss: 0.85352]
Validation:  18%|█▊        | 8/44 [02:33<11:02, 18.41s/it, Loss: 0.85352]
Validation:  18%|█▊        | 8/44 [03:02<11:02, 18.41s/it, Loss: 0.71338]
Validation:  20%|██        | 9/44 [03:02<12:13, 20.94s/it, Loss: 0.71338]
Validation:  20%|██        | 9/44 [03:32<12:13, 20.94s/it, Loss: 1.12012]
Validation:  23%|██▎       | 10/44 [03:32<13:07, 23.15s/it, Loss: 1.12012]
Validation:  25%|██▌       | 11/44 [04:03<12:44, 23.15s/it, Loss: 0.92383]
Validation:  27%|██▋       | 12/44 [04:03<10:40, 20.01s/it, Loss: 0.92383]
Validation:  27%|██▋       | 12/44 [04:35<10:40, 20.01s/it, Loss: 0.97949]
Validation:  30%|██▉       | 13/44 [04:35<11:43, 22.70s/it, Loss: 0.97949]
Validation:  30%|██▉       | 13/44 [05:05<11:43, 22.70s/it, Loss: 1.10645]
Validation:  32%|███▏      | 14/44 [05:05<12:17, 24.59s/it, Loss: 1.10645]
Validation:  32%|███▏      | 14/44 [05:37<12:17, 24.59s/it, Loss: 0.69922]
Validation:  34%|███▍      | 15/44 [05:37<12:50, 26.57s/it, Loss: 0.69922]
Validation:  36%|███▋      | 16/44 [06:07<12:23, 26.57s/it, Loss: 1.01562]
Validation:  39%|███▊      | 17/44 [06:07<09:45, 21.67s/it, Loss: 1.01562]
Validation:  39%|███▊      | 17/44 [06:37<09:45, 21.67s/it, Loss: 0.75781]
Validation:  41%|████      | 18/44 [06:37<10:12, 23.56s/it, Loss: 0.75781]
Validation:  41%|████      | 18/44 [07:07<10:12, 23.56s/it, Loss: 1.00879]
Validation:  43%|████▎     | 19/44 [07:07<10:25, 25.03s/it, Loss: 1.00879]
Validation:  43%|████▎     | 19/44 [07:38<10:25, 25.03s/it, Loss: 0.85254]
Validation:  45%|████▌     | 20/44 [07:38<10:43, 26.79s/it, Loss: 0.85254]
Validation:  45%|████▌     | 20/44 [08:09<10:43, 26.79s/it, Loss: 1.04297]
Validation:  48%|████▊     | 21/44 [08:09<10:38, 27.78s/it, Loss: 1.04297]
Validation:  50%|█████     | 22/44 [08:39<10:11, 27.78s/it, Loss: 1.13867]
Validation:  52%|█████▏    | 23/44 [08:39<07:47, 22.28s/it, Loss: 1.13867]
Validation:  52%|█████▏    | 23/44 [09:08<07:47, 22.28s/it, Loss: 0.62402]
Validation:  55%|█████▍    | 24/44 [09:08<07:56, 23.81s/it, Loss: 0.62402]
Validation:  55%|█████▍    | 24/44 [09:38<07:56, 23.81s/it, Loss: 0.56641]
Validation:  57%|█████▋    | 25/44 [09:38<08:00, 25.31s/it, Loss: 0.56641]
Validation:  57%|█████▋    | 25/44 [10:09<08:00, 25.31s/it, Loss: 0.55664]
Validation:  59%|█████▉    | 26/44 [10:09<08:03, 26.86s/it, Loss: 0.55664]
Validation:  59%|█████▉    | 26/44 [10:39<08:03, 26.86s/it, Loss: 0.56445]
Validation:  61%|██████▏   | 27/44 [10:39<07:53, 27.85s/it, Loss: 0.56445]
Validation:  61%|██████▏   | 27/44 [11:11<07:53, 27.85s/it, Loss: 0.44385]
Validation:  64%|██████▎   | 28/44 [11:11<07:41, 28.87s/it, Loss: 0.44385]
Validation:  66%|██████▌   | 29/44 [11:42<07:13, 28.87s/it, Loss: 0.52881]
Validation:  68%|██████▊   | 30/44 [11:42<05:20, 22.89s/it, Loss: 0.52881]
Validation:  68%|██████▊   | 30/44 [12:26<05:20, 22.89s/it, Loss: 0.45752]
Validation:  70%|███████   | 31/44 [12:26<06:06, 28.17s/it, Loss: 0.45752]
Validation:  70%|███████   | 31/44 [13:13<06:06, 28.17s/it, Loss: 0.65039]
Validation:  73%|███████▎  | 32/44 [13:13<06:33, 32.78s/it, Loss: 0.65039]
Validation:  73%|███████▎  | 32/44 [13:58<06:33, 32.78s/it, Loss: 0.85840]
Validation:  75%|███████▌  | 33/44 [13:58<06:39, 36.29s/it, Loss: 0.85840]
Validation:  75%|███████▌  | 33/44 [14:43<06:39, 36.29s/it, Loss: 0.59814]
Validation:  77%|███████▋  | 34/44 [14:43<06:27, 38.72s/it, Loss: 0.59814]
Validation:  77%|███████▋  | 34/44 [15:30<06:27, 38.72s/it, Loss: 0.79736]
Validation:  80%|███████▉  | 35/44 [15:30<06:08, 40.89s/it, Loss: 0.79736]
Validation:  80%|███████▉  | 35/44 [16:15<06:08, 40.89s/it, Loss: 0.79395]
Validation:  82%|████████▏ | 36/44 [16:15<05:37, 42.13s/it, Loss: 0.79395]
Validation:  84%|████████▍ | 37/44 [17:00<04:54, 42.13s/it, Loss: 0.82812]
Validation:  86%|████████▋ | 38/44 [17:00<03:19, 33.31s/it, Loss: 0.82812]
Validation:  86%|████████▋ | 38/44 [17:45<03:19, 33.31s/it, Loss: 0.79590]
Validation:  89%|████████▊ | 39/44 [17:45<03:00, 36.15s/it, Loss: 0.79590]
Validation:  89%|████████▊ | 39/44 [18:31<03:00, 36.15s/it, Loss: 0.61523]
Validation:  91%|█████████ | 40/44 [18:31<02:34, 38.63s/it, Loss: 0.61523]
Validation:  91%|█████████ | 40/44 [19:17<02:34, 38.63s/it, Loss: 0.69287]
Validation:  93%|█████████▎| 41/44 [19:17<02:02, 40.75s/it, Loss: 0.69287]
